,Scenario,Learning rate assumptions,Net Present Cost [trillion USD]
7921,fast transition,Equal - mean Energy w/o nuclear,174.50031976250466
7922,fast transition,Equal - mean Energy w/o nuclear,204.84461126539392
7923,fast transition,Equal - mean Energy w/o nuclear,220.6469229534707
7924,fast transition,Equal - mean Energy w/o nuclear,290.9696351013068
7925,fast transition,Equal - mean Energy w/o nuclear,157.83823782166968
7926,fast transition,Equal - mean Energy w/o nuclear,218.19343988624925
7927,fast transition,Equal - mean Energy w/o nuclear,342.39380238892323
7928,fast transition,Equal - mean Energy w/o nuclear,187.85292391917335
7929,fast transition,Equal - mean Energy w/o nuclear,277.50722486778113
7930,fast transition,Equal - mean Energy w/o nuclear,223.87204883151628
7931,fast transition,Equal - mean Energy w/o nuclear,247.32648015397325
7932,fast transition,Equal - mean Energy w/o nuclear,185.22320373913627
7933,fast transition,Equal - mean Energy w/o nuclear,193.18510584689594
7934,fast transition,Equal - mean Energy w/o nuclear,173.81629957316667
7935,fast transition,Equal - mean Energy w/o nuclear,183.71644501138945
7936,fast transition,Equal - mean Energy w/o nuclear,251.4551660398752
7937,fast transition,Equal - mean Energy w/o nuclear,159.45487458323265
7938,fast transition,Equal - mean Energy w/o nuclear,179.44724985531155
7939,fast transition,Equal - mean Energy w/o nuclear,169.61162068826764
7940,fast transition,Equal - mean Energy w/o nuclear,167.15909414028013
7941,fast transition,Equal - mean Energy w/o nuclear,233.47035765628019
7942,fast transition,Equal - mean Energy w/o nuclear,269.0182236385948
7943,fast transition,Equal - mean Energy w/o nuclear,157.90423545458574
7944,fast transition,Equal - mean Energy w/o nuclear,168.2841284893025
7945,fast transition,Equal - mean Energy w/o nuclear,210.82574245762524
7946,fast transition,Equal - mean Energy w/o nuclear,196.1595489013752
7947,fast transition,Equal - mean Energy w/o nuclear,162.11112469639028
7948,fast transition,Equal - mean Energy w/o nuclear,153.84607914378532
7949,fast transition,Equal - mean Energy w/o nuclear,144.1856870969005
7950,fast transition,Equal - mean Energy w/o nuclear,195.0779922074853
7951,fast transition,Equal - mean Energy w/o nuclear,206.53915883379523
7952,fast transition,Equal - mean Energy w/o nuclear,168.82885963601146
7953,fast transition,Equal - mean Energy w/o nuclear,183.09652624521794
7954,fast transition,Equal - mean Energy w/o nuclear,258.3814944984572
7955,fast transition,Equal - mean Energy w/o nuclear,233.96576932932575
7956,fast transition,Equal - mean Energy w/o nuclear,156.50096551358487
7957,fast transition,Equal - mean Energy w/o nuclear,208.38571843358693
7958,fast transition,Equal - mean Energy w/o nuclear,178.1454056716184
7959,fast transition,Equal - mean Energy w/o nuclear,203.0971075863429
7960,fast transition,Equal - mean Energy w/o nuclear,205.61207824225062
7961,fast transition,Equal - mean Energy w/o nuclear,161.20369042312228
7962,fast transition,Equal - mean Energy w/o nuclear,162.13711392215194
7963,fast transition,Equal - mean Energy w/o nuclear,215.6386620621737
7964,fast transition,Equal - mean Energy w/o nuclear,174.35381121595668
7965,fast transition,Equal - mean Energy w/o nuclear,197.18806555260187
7966,fast transition,Equal - mean Energy w/o nuclear,125.97152052008907
7967,fast transition,Equal - mean Energy w/o nuclear,169.29601394464163
7968,fast transition,Equal - mean Energy w/o nuclear,166.1372023624137
7969,fast transition,Equal - mean Energy w/o nuclear,206.55430319473743
7970,fast transition,Equal - mean Energy w/o nuclear,140.34902552011502
7971,fast transition,Equal - mean Energy w/o nuclear,393.64749784967034
7972,fast transition,Equal - mean Energy w/o nuclear,204.59727081692984
7973,fast transition,Equal - mean Energy w/o nuclear,160.23787389536503
7974,fast transition,Equal - mean Energy w/o nuclear,198.941488777322
7975,fast transition,Equal - mean Energy w/o nuclear,157.22769682736825
7976,fast transition,Equal - mean Energy w/o nuclear,289.8447811053375
7977,fast transition,Equal - mean Energy w/o nuclear,173.80883949567624
7978,fast transition,Equal - mean Energy w/o nuclear,194.42049404513693
7979,fast transition,Equal - mean Energy w/o nuclear,158.83349664636805
7980,fast transition,Equal - mean Energy w/o nuclear,164.47920390523169
7981,fast transition,Equal - mean Energy w/o nuclear,134.68984780629106
7982,fast transition,Equal - mean Energy w/o nuclear,172.0744869013759
7983,fast transition,Equal - mean Energy w/o nuclear,159.1674237884088
7984,fast transition,Equal - mean Energy w/o nuclear,205.15712367263745
7985,fast transition,Equal - mean Energy w/o nuclear,177.9935751068895
7986,fast transition,Equal - mean Energy w/o nuclear,202.15602515934592
7987,fast transition,Equal - mean Energy w/o nuclear,182.15259664316963
7988,fast transition,Equal - mean Energy w/o nuclear,140.45850133571872
7989,fast transition,Equal - mean Energy w/o nuclear,176.0465899237785
7990,fast transition,Equal - mean Energy w/o nuclear,193.65545504384266
7991,fast transition,Equal - mean Energy w/o nuclear,252.15905215507937
7992,fast transition,Equal - mean Energy w/o nuclear,173.96952245021424
7993,fast transition,Equal - mean Energy w/o nuclear,152.6602965443853
7994,fast transition,Equal - mean Energy w/o nuclear,215.37133434074394
7995,fast transition,Equal - mean Energy w/o nuclear,222.25989516827056
7996,fast transition,Equal - mean Energy w/o nuclear,306.3969285915138
7997,fast transition,Equal - mean Energy w/o nuclear,155.55691418254548
7998,fast transition,Equal - mean Energy w/o nuclear,184.21401023638538
7999,fast transition,Equal - mean Energy w/o nuclear,171.70953529708882
8000,fast transition,Equal - mean Energy,265.9776304918573
8001,fast transition,Equal - mean Energy,190.0996479348491
8002,fast transition,Equal - mean Energy,169.43208975777662
8003,fast transition,Equal - mean Energy,252.60630370428902
8004,fast transition,Equal - mean Energy,199.05641734074044
8005,fast transition,Equal - mean Energy,276.0956480101741
8006,fast transition,Equal - mean Energy,154.97855845913142
8007,fast transition,Equal - mean Energy,212.83976526780862
8008,fast transition,Equal - mean Energy,351.5137825171122
8009,fast transition,Equal - mean Energy,221.08768379377767
8010,fast transition,Equal - mean Energy,322.38246455915817
8011,fast transition,Equal - mean Energy,245.03462428868056
8012,fast transition,Equal - mean Energy,266.2532455214802
8013,fast transition,Equal - mean Energy,269.29611834131356
8014,fast transition,Equal - mean Energy,532.5110740128833
8015,fast transition,Equal - mean Energy,232.42596541579525
8016,fast transition,Equal - mean Energy,241.20905753005502
8017,fast transition,Equal - mean Energy,166.84692267661129
8018,fast transition,Equal - mean Energy,180.5502545056635
8019,fast transition,Equal - mean Energy,264.5396163711126
8020,fast transition,Equal - mean Energy,197.24475897075334
8021,fast transition,Equal - mean Energy,236.51461596782502
8022,fast transition,Equal - mean Energy,176.76054627019107
8023,fast transition,Equal - mean Energy,386.3005742190572
8024,fast transition,Equal - mean Energy,192.45042226575046
8025,fast transition,Equal - mean Energy,160.81299063022638
8026,fast transition,Equal - mean Energy,206.61240958132367
8027,fast transition,Equal - mean Energy,188.00525381517807
8028,fast transition,Equal - mean Energy,287.64974723288975
8029,fast transition,Equal - mean Energy,192.31731115426174
8030,fast transition,Equal - mean Energy,280.12228619678206
8031,fast transition,Equal - mean Energy,211.86913326386005
8032,fast transition,Equal - mean Energy,312.36598476775845
8033,fast transition,Equal - mean Energy,225.13629384856537
8034,fast transition,Equal - mean Energy,220.42237864644437
8035,fast transition,Equal - mean Energy,256.26441890821144
8036,fast transition,Equal - mean Energy,175.5162078499363
8037,fast transition,Equal - mean Energy,287.95889614414654
8038,fast transition,Equal - mean Energy,213.6814194492575
8039,fast transition,Equal - mean Energy,209.07293132122888
8040,fast transition,Equal - mean Energy,247.8564591170591
8041,fast transition,Equal - mean Energy,175.42142330154638
8042,fast transition,Equal - mean Energy,217.41794524813037
8043,fast transition,Equal - mean Energy,269.7516758264176
8044,fast transition,Equal - mean Energy,284.2136590880702
8045,fast transition,Equal - mean Energy,149.29124281305778
8046,fast transition,Equal - mean Energy,212.77653655286701
8047,fast transition,Equal - mean Energy,227.62009245143798
8048,fast transition,Equal - mean Energy,210.05683174071632
8049,fast transition,Equal - mean Energy,236.58942153344006
8050,fast transition,Equal - mean Energy,459.33461329258284
8051,fast transition,Equal - mean Energy,245.75671969413338
8052,fast transition,Equal - mean Energy,227.15331091960988
8053,fast transition,Equal - mean Energy,332.84859658447743
8054,fast transition,Equal - mean Energy,264.9465789527069
8055,fast transition,Equal - mean Energy,170.06120910105724
8056,fast transition,Equal - mean Energy,388.9628310488356
8057,fast transition,Equal - mean Energy,168.05525568254725
8058,fast transition,Equal - mean Energy,231.21817860491367
8059,fast transition,Equal - mean Energy,201.55345784337806
8060,fast transition,Equal - mean Energy,201.4412665347847
8061,fast transition,Equal - mean Energy,167.3859274214997
8062,fast transition,Equal - mean Energy,226.99095361620593
8063,fast transition,Equal - mean Energy,237.65601597193142
8064,fast transition,Equal - mean Energy,184.81516973266022
8065,fast transition,Equal - mean Energy,232.4981446544737
8066,fast transition,Equal - mean Energy,181.46860234948318
8067,fast transition,Equal - mean Energy,328.9212987630992
8068,fast transition,Equal - mean Energy,222.69707144679393
8069,fast transition,Equal - mean Energy,343.5202666146067
8070,fast transition,Equal - mean Energy,209.56293782189863
8071,fast transition,Equal - mean Energy,186.61302740076687
8072,fast transition,Equal - mean Energy,320.4940826882394
8073,fast transition,Equal - mean Energy,235.49589742029175
8074,fast transition,Equal - mean Energy,225.58469869871828
8075,fast transition,Equal - mean Energy,237.16204216755
8076,fast transition,Equal - mean Energy,192.79602094707099
8077,fast transition,Equal - mean Energy,274.0344954009172
8078,fast transition,Equal - mean Energy,207.35801447782967
8079,fast transition,Equal - mean Energy,228.5199528658495
8080,fast transition,Equal - mean Energy,205.424975682902
8081,fast transition,Equal - mean Energy,183.09848664918565
8082,fast transition,Equal - mean Energy,219.95561599302624
8083,fast transition,Equal - mean Energy,181.62993315242161
8084,fast transition,Equal - mean Energy,229.99122888897918
8085,fast transition,Equal - mean Energy,199.4123331267547
8086,fast transition,Equal - mean Energy,164.9931474947619
8087,fast transition,Equal - mean Energy,439.9446912576581
8088,fast transition,Equal - mean Energy,316.2014430780416
8089,fast transition,Equal - mean Energy,258.83948976578034
8090,fast transition,Equal - mean Energy,237.933741785696
8091,fast transition,Equal - mean Energy,290.8053503862656
8092,fast transition,Equal - mean Energy,191.34140437171175
8093,fast transition,Equal - mean Energy,275.60537576223726
8094,fast transition,Equal - mean Energy,247.99067971962282
8095,fast transition,Equal - mean Energy,304.81581125417523
8096,fast transition,Equal - mean Energy,217.36628814155247
8097,fast transition,Equal - mean Energy,245.80038328024312
8098,fast transition,Equal - mean Energy,212.11803053263756
8099,fast transition,Equal - mean Energy,306.5012270086185
8100,fast transition,Equal - mean Energy,215.0592019112735
8101,fast transition,Equal - mean Energy,314.3918536390596
8102,fast transition,Equal - mean Energy,230.37973097664084
8103,fast transition,Equal - mean Energy,202.38936968375168
8104,fast transition,Equal - mean Energy,247.20562417073617
8105,fast transition,Equal - mean Energy,192.80151248406682
8106,fast transition,Equal - mean Energy,328.6685730727591
8107,fast transition,Equal - mean Energy,317.8676620409311
8108,fast transition,Equal - mean Energy,170.45797910570855
8109,fast transition,Equal - mean Energy,230.97423891100317
8110,fast transition,Equal - mean Energy,216.02080860816775
8111,fast transition,Equal - mean Energy,298.1944370053905
8112,fast transition,Equal - mean Energy,247.5263726505614
8113,fast transition,Equal - mean Energy,189.20082318309096
8114,fast transition,Equal - mean Energy,263.7399132261783
8115,fast transition,Equal - mean Energy,277.6707534497911
8116,fast transition,Equal - mean Energy,156.62049135822758
8117,fast transition,Equal - mean Energy,386.58823054017324
8118,fast transition,Equal - mean Energy,187.87471483530055
8119,fast transition,Equal - mean Energy,143.57385529255382
8120,fast transition,Equal - mean Energy,183.8647067130615
8121,fast transition,Equal - mean Energy,305.8601661143748
8122,fast transition,Equal - mean Energy,215.30252654036403
8123,fast transition,Equal - mean Energy,248.22550676262813
8124,fast transition,Equal - mean Energy,203.95048974583318
8125,fast transition,Equal - mean Energy,220.26762918217412
8126,fast transition,Equal - mean Energy,289.7180185095594
8127,fast transition,Equal - mean Energy,215.16486898261644
8128,fast transition,Equal - mean Energy,204.53207948898412
8129,fast transition,Equal - mean Energy,212.03820425399167
8130,fast transition,Equal - mean Energy,166.78044165729975
8131,fast transition,Equal - mean Energy,238.90797536835237
8132,fast transition,Equal - mean Energy,301.70890646127725
8133,fast transition,Equal - mean Energy,262.8163304597044
8134,fast transition,Equal - mean Energy,188.99406048652173
8135,fast transition,Equal - mean Energy,248.55554607495768
8136,fast transition,Equal - mean Energy,316.6686562440144
8137,fast transition,Equal - mean Energy,197.12631760994662
8138,fast transition,Equal - mean Energy,281.01767417515157
8139,fast transition,Equal - mean Energy,214.06226706604983
8140,fast transition,Equal - mean Energy,172.80609867369458
8141,fast transition,Equal - mean Energy,210.98357892545616
8142,fast transition,Equal - mean Energy,229.75811778184388
8143,fast transition,Equal - mean Energy,253.59426591249587
8144,fast transition,Equal - mean Energy,139.29682250247328
8145,fast transition,Equal - mean Energy,224.51742953705875
8146,fast transition,Equal - mean Energy,214.32133186480206
8147,fast transition,Equal - mean Energy,234.36731935752218
8148,fast transition,Equal - mean Energy,223.92042551426107
8149,fast transition,Equal - mean Energy,200.4161780106863
8150,fast transition,Equal - mean Energy,177.37530140511063
8151,fast transition,Equal - mean Energy,166.32460081827045
